canal,iso3,delay_USD_piracy,lost_USD_piracy,revenue_USD_piracy,reroute_USD_piracy,war_premium_USD_piracy,shipping_price_USD_piracy,total_loss_USD_piracy,delay_USD_geopolitical,lost_USD_geopolitical,revenue_USD_geopolitical,reroute_USD_geopolitical,war_premium_USD_geopolitical,shipping_price_USD_geopolitical,total_loss_USD_geopolitical,delay_USD_blockage,lost_USD_blockage,revenue_USD_blockage,reroute_USD_blockage,war_premium_USD_blockage,shipping_price_USD_blockage,total_loss_USD_blockage,delay_USD_drought,lost_USD_drought,revenue_USD_drought,reroute_USD_drought,war_premium_USD_drought,shipping_price_USD_drought,total_loss_USD_drought,delay_USD_EQ,lost_USD_EQ,revenue_USD_EQ,reroute_USD_EQ,war_premium_USD_EQ,shipping_price_USD_EQ,total_loss_USD_EQ,delay_USD_TC,lost_USD_TC,revenue_USD_TC,reroute_USD_TC,war_premium_USD_TC,shipping_price_USD_TC,total_loss_USD_TC,delay_USD_terrorist,lost_USD_terrorist,revenue_USD_terrorist,reroute_USD_terrorist,war_premium_USD_terrorist,shipping_price_USD_terrorist,total_loss_USD_terrorist,delay_USD_conflict,lost_USD_conflict,revenue_USD_conflict,reroute_USD_conflict,war_premium_USD_conflict,shipping_price_USD_conflict,total_loss_USD_conflict,total_loss_USD,total_delay_USD,total_rerouting_USD,total_lost_USD,total_revenue_USD,total_war_premium_USD,total_shipping_price_USD
Strait of Malacca,PHL,0.11444942786161988,16022.919900626785,240343798.50940174,150183421.40988323,125322123.50847375,225275132.11482483,741140498.5769336,0.17607604286403059,52822.81285920916,792342192.8881375,495110180.47214234,482008167.34028363,742665270.7082136,2512178634.397712,0.22889885572323976,6866.965671697191,103004485.07545787,64364323.461378515,501288494.033895,96546485.19206777,765210654.9573697,,0.0,0.0,0.0,,0.0,0.0,0.06539967306378279,238708.80668280713,3580632100.2421074,2237426482.228872,35806321.00242107,3356139723.3433075,9210243335.68879,0.915595422892959,27467.862686788765,412017940.3018315,257457293.84551406,501288494.033895,386185940.7682711,1556977137.7277937,0.04359978204252185,4359.978204252185,65399673.06378278,40866237.11833557,71612642.00484215,61299355.67750335,239182267.8862679,0.0871995640850437,8719.95640850437,130799346.12756556,81732474.23667113,381934090.6924914,122598711.3550067,717073342.4553429,15742005871.69021,1.6312187685331976,3327140412.772797,354969.30241388566,5324539536.208283,2099260332.616302,4990710619.159195
South China Sea,PHL,0.02683759090263799,4696.57840796165,70448676.11942473,38255644.59875556,36733952.54798575,57383466.89813334,202826436.7695449,0.13418795451318996,50320.48294244623,754807244.1366934,409881906.4152382,459174406.84982187,614822859.6228573,2238736737.641741,0.12076915906187095,4528.843464820161,67932651.9723024,36889371.57737143,330605572.9318717,55334057.36605715,490766182.8118367,,0.0,0.0,0.0,,0.0,0.0,0.03019228976546774,137752.32205494656,2066284830.8241982,1122051718.8117146,20662848.308241982,1683077578.217572,4892214728.513974,0.37159741249806444,13934.902968677416,209023544.53016123,113505758.69960439,254311979.17836285,170258638.0494066,747113855.7321012,0.02760437921414193,3450.547401767742,51758211.02651612,28106187.86847347,56675241.074035145,42159281.802710205,178702372.34674108,0.043916057840680346,5489.5072300850425,82342608.45127565,44714389.79075325,240440416.6777249,67071584.68612988,434574489.1570298,9184934802.97297,0.7551048437960532,1793404977.761911,220173.18447070481,3302597767.060572,1398604417.5680442,2690107466.6428666
Taiwan Strait,PHL,0.01320442698990715,3697.2395571740017,55458593.357610025,16698907.184562717,28917695.107896656,25048360.776844077,126127253.67967507,0.08802951326604765,52817.707959628584,792265619.3944287,238555816.92232448,481961585.1316109,357833725.38348675,1870669564.62784,0.08802951326604765,5281.770795962859,79226561.93944287,23855581.692232445,385569268.10528874,35783372.53834867,524440066.1341382,,0.0,0.0,0.0,,0.0,0.0,0.01760590265320953,128523.08936842957,1927846340.5264435,580485821.1776562,19278463.405264437,870728731.7664843,3398467879.982823,0.1760590265320953,10563.541591925718,158453123.87888575,47711163.38446489,192784634.05264437,71566745.07669733,470526230.11034334,0.01760590265320953,3521.180530641906,52817707.95962859,15903721.128154963,57835390.2157933,23855581.692232445,150415922.19394583,0.0264088539798143,5281.77079596286,79226561.93944287,23855581.692232445,231341560.86317325,35783372.53834867,370212358.8304021,6910859275.559168,0.4269431393403311,947066593.1816282,209686.3005997255,3145294508.995882,1397688596.8816717,1420599889.772442
Korea Strait,PHL,0.004955361649247898,2312.5021029823524,34687531.54473529,6558018.851929461,18087070.019754827,9837028.277894191,69171961.20137212,0.018582606184679617,18582.60618467962,278739092.77019423,52698365.774433166,169566281.43520153,79047548.66164975,580069871.266246,0.024776808246239488,2477.6808246239484,37165212.369359225,7026448.769924421,180870700.19754827,10539673.154886631,235604512.19731998,,0.0,0.0,0.0,,0.0,0.0,0.004129468041039914,50241.861165985625,753627917.4897844,142480766.72346744,7536279.174897844,213721150.08520114,1117416355.3386462,0.041294680410399145,4129.468041039914,61942020.61559872,11710747.949874036,75362791.74897845,17566121.924811054,166585811.74859798,0.0037165212369359235,1238.8404123119744,18582606.184679616,3513224.384962211,20347953.77222418,5269836.577443317,47714859.76343816,0.0059464339790974785,1982.1446596991593,29732169.895487394,5621159.015939538,86817936.09482318,8431738.523909308,130604985.68076554,2347168357.1963863,0.10340187974763945,229608731.47053027,80965.10339132258,1214476550.8698387,558589012.4434283,344413097.2057954
Strait of Malacca,PAK,0.028263490089306443,3956.888612502903,59353329.187543534,36991894.58719141,30948521.647790555,55487841.88078712,182785544.22018862,0.043482292445086834,13044.687733526052,195670316.00289074,121951300.83689475,119032775.56842521,182926951.25534213,619594388.3947686,0.056526980178612886,1695.8094053583868,25437141.080375798,15853669.108796317,123794086.59116222,23780503.663194478,188867096.30946115,,0.0,0.0,0.0,,0.0,0.0,0.016150565765317967,58949.56504341059,884243475.6511587,551103735.6867293,8842434.756511586,826655603.5300939,2270904199.2056875,0.22610792071445154,6783.237621433547,101748564.32150319,63414676.43518527,123794086.59116222,95122014.65277791,384086125.4643579,0.010767043843545314,1076.7043843545312,16150565.765317965,10065821.656378616,17684869.513023175,15098732.484567923,59001066.13443908,0.021534087687090628,2153.4087687090623,32301131.53063593,20131643.31275723,94319304.06945692,30197464.969135847,176951697.31228873,3882190117.0411916,0.40283238072341165,819512741.623933,87660.30156929509,1314904523.5394256,518416078.7375319,1229269112.4358993
Suez Canal,PAK,0.006624572640957126,1030.48907748222,15457336.162233295,9064309.318036193,8059896.713164504,13596463.97705429,46179036.66619034,0.03312286320478563,13617.177095300762,204257656.4295114,119778373.13119256,100748708.9145563,179667559.69678885,604465915.3822672,0.03312286320478563,1104.095440159521,16561431.602392815,9711759.983610207,80598967.13164504,14567639.975415312,121440902.8216264,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.005790710350486997,193.02367834956658,2895355.1752434988,1697860.1369947912,3522682.12987959,2546790.205492187,10662880.677079126,0.010684794582188914,1187.1993980209904,17807990.970314857,10442752.67054861,19499750.112494763,15664129.005822916,63415809.969263956,0.013249145281914254,1472.127253546028,22081908.803190425,12949013.311480278,64479173.705316044,19423519.96722042,118935087.92770985,965099633.4441369,0.10259494926511856,163644068.55186266,18604.111942859086,279061679.1428863,276909178.7070563,245466102.82779402
Bab el-Mandeb Strait,PAK,0.0030896008648627557,720.9068684679763,10813603.027019646,4011864.84155873,5638521.578374529,6017797.262338095,26482507.61924907,0.017672516947014966,10898.052117325895,163470781.7598884,60647933.93339212,80630858.57075578,90971900.90008819,395732373.2339144,0.02677654082881055,1338.8270414405276,20082405.62160791,7450606.134323356,97734374.02515852,11175909.201485034,136444633.83639282,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.02769986982290747,1384.9934911453734,20774902.3671806,7707523.587231059,25276131.21340307,11561285.380846588,65321227.56985234,0.004462756804801759,743.7928008002932,11156892.012004398,4139225.630179643,12216796.753144816,6208838.4452694645,33722496.63786188,0.011475660355204526,1912.6100592007538,28689150.888011307,10643723.049033366,83772320.59299304,15965584.57355005,139072691.72512263,796775930.6223931,0.09117694562360203,94600877.17571828,16999.182378380818,254987735.6757123,305269002.73382974,141901315.76357743
Strait of Hormuz,PAK,0.004104883464855248,718.3546063496684,10775319.095245028,5302575.928408643,5618559.24252062,7953863.892612965,29651036.51749849,0.01806148724536309,8353.43785098043,125301567.76470645,61661382.93892336,61804151.66772684,92492074.40838504,341267530.2356541,0.02134539401724729,800.4522756467734,12006784.134701602,5908584.60594106,58433016.12221447,8862876.90891159,85212062.24538976,,0.0,0.0,0.0,,0.0,0.0,0.0031390285319481312,14321.817677013347,214827265.1552002,105717322.60629839,2148272.6515520024,158575983.90944758,481283166.14331424,0.026681742521559113,1000.5653445584668,15008480.168377,7385730.757426323,18260317.53819202,11078596.136139486,51734125.19216113,0.005336348504311823,667.0435630389778,10005653.445584668,4923820.504950884,10956190.522915212,7385730.757426325,33272062.27977648,0.013340871260779557,1667.6089075974448,25014133.61396167,12309551.262377206,73041270.15276808,18464326.89356581,128830949.54492122,1151250932.1587155,0.09200975554606425,203208968.60432586,27529.28022518511,412939203.3777766,230261777.89788926,304813452.90648884
Strait of Malacca,BGD,0.054086799790083,7572.151970611621,113582279.5591743,81436061.56270245,59225045.77014089,122154092.34405367,376405051.4421287,0.0832104612155123,24963.138364653692,374447075.4698053,268470532.62429374,227788637.57746494,402705798.9364406,1273437007.8295798,0.108173599580166,3245.20798740498,48678119.8110747,34901169.24115818,236900183.08056355,52351753.861737266,372834471.3106947,,0.0,0.0,0.0,,0.0,0.0,0.030906742737190285,112809.61099074455,1692144164.8611681,1213231121.2402606,16921441.64861168,1819846681.860391,4742256219.252329,0.432694398320664,12980.83194961992,194712479.2442988,139604676.96463272,236900183.08056355,209407015.44694906,780637336.0010881,0.02060449515812686,2060.449515812686,30906742.737190284,22159472.53406869,33842883.29722336,33239208.801103033,120150367.83970568,0.04120899031625372,4120.899031625372,61813485.47438057,44318945.06813738,180495377.58519125,66478417.602206066,353110346.6701558,8018830800.345681,0.7708854871179961,1804121979.2352538,167752.2898104728,2516284347.157092,992073752.0397592,2706182968.852881
Suez Canal,BGD,0.009620687176500302,1496.5513385667136,22448270.078500707,13899925.85593561,11705169.398075366,20849888.783903416,68904750.67737435,0.048103435882501495,19775.85697391729,296637854.6087593,183677591.6677205,146314617.47594208,275516387.5015807,902166227.1590799,0.0481034358825015,1603.4478627500503,24051717.941250753,14892777.702788148,117051693.98075366,22339166.554182224,178336959.67494097,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.008409691587849911,280.3230529283304,4204845.793924956,2603632.4655224034,5115895.71594203,3905448.6982836053,15830103.005135614,0.015517237381452097,1724.137486828011,25862062.302420165,16013739.465363605,28318958.221150078,24020609.198045406,94217093.33998331,0.019241374353000607,2137.9304836667334,32068957.255001005,19857036.937050868,93641355.18460295,29785555.405576304,175355042.73195618,1434810176.5884702,0.14899586226380593,250944704.09438112,27018.24719865713,405273707.9798568,402147689.9764662,376417056.1415717
Bab el-Mandeb Strait,BGD,0.005129778674338989,1196.9483573457642,17954225.36018646,7260977.168996343,9361846.080668656,10891465.753494516,45469711.3168331,0.029342334017219026,18094.4393106184,271416589.65927595,109765229.14617044,133874398.9535618,164647843.71925566,679722155.9469168,0.04445808184427125,2222.9040922135623,33343561.38320343,13484671.885278923,162271998.73159003,20227007.827918384,229329462.77654105,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.04599111914924612,2299.5559574623057,34493339.36193459,13949660.570978194,41966896.22368708,20924490.85646729,111336686.61501573,0.007409680307378541,1234.9467178964237,18524200.768446352,7491484.380710512,20283999.841448754,11237226.571065769,57538146.51579896,0.019053463647544823,3175.5772745908034,47633659.11886205,19263816.97896989,139090284.62707722,28895725.468454838,234886661.78969204,1358282824.9607978,0.15138445763999875,171215840.13110432,28224.37171012726,423365575.6519088,506849424.45803356,256823760.19665647
Strait of Hormuz,BGD,0.0076769164021762894,1343.460370380851,20151905.55571276,10192785.016039051,10507779.325478796,15289177.524058577,56142990.88933648,0.03377843216957568,15622.524878428749,234337873.1764312,118527528.6150827,115585572.58026674,177791292.92262405,646257889.8530614,0.03991996529131671,1496.9986984243767,22454980.476365644,11357674.7321578,109280904.9849795,17036512.098236702,160131569.33035806,,0.0,0.0,0.0,,0.0,0.0,0.005870583131075986,26784.53553553419,401768033.03301275,203213297.9038038,4017680.3303301283,304819946.8557057,913845742.6642585,0.04989995661414589,1871.2483730304705,28068725.595457055,14197093.415197251,34150282.80780609,21295640.122795876,97713613.23952925,0.009979991322829177,1247.4989153536471,18712483.730304703,9464728.943464834,20490169.68468365,14197093.415197251,62865723.28254579,0.024949978307072945,3118.7472883841183,46781209.325761765,23661822.358662087,136601131.23122436,35492733.53799313,242540015.2258797,2179497544.484969,0.17207582323819268,390614930.9844075,51485.01405953641,772275210.8930459,430633520.94476926,585922396.4766111
Strait of Hormuz,IRN,0.02117364232975409,3705.3874077069663,55580811.1156045,31998040.489916593,28981422.938850917,47997060.73487489,164561040.68782824,0.09316402625091799,43088.36214104958,646325432.1157438,372091499.4113158,318795652.3273601,558137249.1169736,1895392921.4266984,0.11010294011472128,4128.860254302049,61932903.81453073,35654959.403049916,301406798.5640496,53482439.104574874,452481229.8565623,,0.0,0.0,0.0,,0.0,0.0,0.016191608840400187,73874.21533432587,1108113230.014888,637944126.5741774,11081132.300148882,956916189.8612661,2714128552.9820065,0.1376286751434016,5161.07531787756,77416129.76816341,44568699.253812395,94189624.5512655,66853048.88071859,283032663.6669064,0.02752573502868032,3440.71687858504,51610753.17877561,29712466.16920826,56513774.73075929,44568699.25381239,182409134.07695985,0.0688143375717008,8601.792196462602,129026882.94693902,74281165.42302066,376758498.205062,111421748.13453099,691496896.5705636,6383502439.267525,0.4746009652795763,1226250956.724501,142000.40953030967,2130006142.9546452,1187726903.6174965,1839376435.0867515
Suez Canal,IRN,0.008238776552512168,1281.5874637241152,19223811.955861725,11841333.259797731,10023844.80555647,17761999.889696598,58852271.50661502,0.041193882762560835,16935.262913497234,254028943.70245847,156474760.93304145,125298060.06945588,234712141.39956218,770530841.4086254,0.041193882762560835,1373.1294254186946,20596941.38128042,12687142.778354712,100238448.0555647,19030714.167532068,152554619.5533512,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.007201727755692454,240.0575918564151,3600863.8778462256,2218031.9542578165,4381051.051379575,3327047.931386725,13527234.879663926,0.013288349278245432,1476.4832531383813,22147248.79707572,13642089.008983562,24251237.43279791,20463133.513475344,80505185.24887402,0.01647755310502434,1830.8392338915926,27462588.508373894,16916190.371139616,80190758.44445178,25374285.556709424,149945653.73638615,1225915806.3335156,0.12759417221659605,213779548.30557486,23137.359881526427,347060398.2228965,344383399.8592063,320669322.45836234
Bab el-Mandeb Strait,IRN,0.0028393701994605934,662.5197132074719,9937795.698112078,3855236.3239863687,5181850.614015583,5782854.485979553,24758399.64464616,0.016241197540914597,10015.405150230668,150231077.25346002,58280158.257748224,74100463.78042285,87420237.38662234,370041952.0996449,0.024607875061991812,1230.3937530995904,18455906.296493854,7159724.60168897,89818743.97627011,10739586.902533455,126175192.19534737,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.025456422477922565,1272.8211238961283,19092316.858441923,7406611.656919625,23228985.51110434,11109917.485379437,60839104.35842564,0.004101312510331969,683.5520850553282,10253281.275829922,3977624.7787160943,11227342.997033766,5966437.168074141,31425369.775840294,0.010546232169425063,1757.7053615708437,26365580.42356266,10228178.002412817,76987494.83680297,15342267.003619224,128925277.98230548,742165296.0562099,0.0837924099600466,90907533.62147209,15622.397187060029,234335957.80590045,280544881.7156496,136361300.43220818
Strait of Hormuz,IRQ,0.0422824737544467,7399.432907028174,110991493.60542262,63896888.41656399,57874135.95139892,95845332.62484598,328615250.073421,0.1860428845195655,86044.83409029903,1290672511.3544855,743029531.0154727,636615495.4653882,1114544296.523209,3784947879.378689,0.21986886352312288,8245.082382117107,123676235.73175661,71199389.94988558,601891013.8945488,106799084.92482837,903573969.8032703,,0.0,0.0,0.0,,0.0,0.0,0.03233365640045925,147522.3073270953,2212834609.9064293,1273910653.5151098,22128346.099064294,1910865980.2726645,5419887112.132929,0.2748360794039036,10306.352977646386,154595294.66469574,88999237.43735696,188090941.8420465,133498856.15603545,565194636.7279484,0.05496721588078072,6870.90198509759,103063529.77646384,59332824.95823798,112854565.1052279,88999237.43735698,364257028.234239,0.1374180397019518,17177.254962743973,257658824.4411596,148332062.39559492,752363767.368186,222498093.59339237,1380869925.1907136,12747345801.541212,0.9477492131842304,2448700587.688222,283566.1666320276,4253492499.4804134,2371818265.7258606,3673050881.5323324
Suez Canal,IRQ,0.012574724695451268,1956.0682859590863,29341024.28938629,18590034.79631343,15299248.379465709,27885052.194470145,91117315.74049626,0.06287362347725634,25848.045207316496,387720678.10974735,245654031.23699892,191240604.74332133,368481046.8554984,1193122209.0536468,0.06287362347725634,2095.7874492418778,31436811.738628164,19917894.42462153,152992483.79465708,29876841.636932295,234226127.4451619,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.010991892216303555,366.39640721011847,5495946.108151776,3482149.3749338337,6686734.431584662,5223224.062400751,20888420.384470128,0.020281814024921397,2253.534891657933,33803023.374869,21417090.779162936,37014310.59548155,32125636.168744404,124362314.47343136,0.02514944939090254,2794.3832656558375,41915748.98483756,26557192.566162046,122393987.0357257,39835788.84924307,230705511.8443835,1894421898.9415898,0.19474512728209142,335618393.17819273,35314.21550704135,529713232.60562015,525627368.98023605,503427589.76728904
Bab el-Mandeb Strait,IRQ,0.004917686722620582,1147.4602352781362,17211903.52917204,6312141.987337352,8974778.268782564,9468212.981006028,41968184.231450945,0.028129168053389737,17346.32029959034,260194804.49385506,95421552.15714836,128339329.24359067,143132328.23572254,627105360.4787455,0.04261995159604506,2130.9975798022524,31964963.697033785,11722549.40505508,155562823.32556444,17583824.10758262,216836291.5754357,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.04408960509935696,2204.480254967848,33067203.824517716,12126775.246608704,40231764.653163224,18190162.869913056,103618111.11854728,0.00710332526600751,1183.887544334585,17758313.165018775,6512527.447252823,19445352.915695556,9768791.170879234,53486168.59349404,0.018265693541162174,3044.2822568603615,45664233.852905415,16746499.150078692,133339562.85048383,25119748.725118037,220873088.87910855,1263887204.876782,0.14512543027858202,148842045.39348102,27057.428170833526,405861422.5625028,485893611.25728035,223263068.09022152
Strait of Hormuz,KWT,0.02842689815795656,4974.707177642399,74620607.66463597,42969962.03289136,38909316.85370304,64454943.049337044,220959804.33617193,0.12507835189500885,57848.73775144159,867731066.271624,499679272.7824795,428002485.3907334,749518909.1737193,2544989582.481386,0.14781987042137415,5543.2451408015295,83148677.11202294,47880814.83665037,404656895.2785117,71821222.25497556,607513152.8751212,,0.0,0.0,0.0,,0.0,0.0,0.02173821623843737,99180.6115878705,1487709173.8180575,856691049.7734013,14877091.738180576,1285036574.660102,3644413070.6230674,0.18477483802671765,6929.056426001912,103935846.39002867,59851018.54581296,126455279.7745349,89776527.81871943,380025601.7702968,0.03695496760534354,4619.370950667942,69290564.26001911,39900679.03054198,75873167.86472093,59851018.545812964,244920049.10900062,0.09238741901335883,11548.427376669855,173226410.6500478,99751697.57635494,505821119.0981396,149627546.3645324,928438322.2088389,8571259583.403883,0.637180561358197,1646724494.5781324,190644.15641109576,2859662346.166436,1594595355.9985242,2470086741.867199
Suez Canal,KWT,0.009624792722661868,1497.189979080735,22457849.686211023,12152024.350885462,11710164.479238603,18228036.52632819,64549572.24226715,0.04812396361330933,19784.296152138282,296764442.2820742,160580321.77955788,146377055.99048254,240870482.66933683,844612087.0657276,0.04812396361330934,1604.1321204436445,24061981.806654662,13020026.090234423,117101644.79238604,19530039.135351636,173715296.00487116,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.008413280351977156,280.44267839923845,4206640.175988577,2276228.3374535698,5118078.880786102,3414342.5061803544,15015570.351500284,0.015523859230099782,1724.873247788865,25873098.716832973,14000028.05401551,28331043.0949321,21000042.081023265,89205936.83557549,0.019249585445323736,2138.8428272581928,32082642.408872887,17360034.78697923,93681315.83390884,26040052.180468842,169166184.07230663,1356264646.5722485,0.14905944497668122,219388663.39912608,27029.77700510896,405446655.07663435,402319303.07173425,329082995.09868914
Bab el-Mandeb Strait,KWT,0.0033162948183310527,773.8021242772459,11607031.864158686,4794634.3651741585,6052238.043454172,7191951.547761237,29646629.625988826,0.018969206360853627,11697.677255859739,175465158.83789602,72481172.6461042,86547004.02139467,108721758.9691563,443226792.17077625,0.028741221758869128,1437.0610879434564,21555916.319151845,8904320.963894863,104905459.41987231,13356481.445842294,148723615.23859048,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.029732298371243925,1486.6149185621966,22299223.778432943,9211366.514373995,27130722.263760086,13817049.771560993,72459848.97277889,0.004790203626478189,798.3672710796981,11975509.066195473,4946844.979941591,13113182.427484041,7420267.469912386,37456602.31559478,0.012317666468086772,2052.944411347795,30794166.170216925,12720458.519849803,89918965.21703343,19080687.779774703,152516330.64360386,884029818.9673331,0.0978668914038627,113058797.98933862,18246.46706907013,273697006.03605187,327667571.3929987,169588196.9840079
Strait of Hormuz,QAT,0.048679261213716414,8518.870712400372,127783060.68600559,63527713.92854462,66629738.78627434,95291570.89281693,353240603.21303314,0.21418874934035223,99062.2965699129,1485934448.5486937,738736559.111933,732927126.6490178,1108104838.6678996,4065802035.4883027,0.2531321583113254,9492.455936674702,142386839.05012053,70788024.09180686,692949283.3772532,106182036.13771029,1012315675.3659598,,0.0,0.0,0.0,,0.0,0.0,0.037225317398724325,169840.5106316797,2547607659.4751954,1266550431.0543876,25476076.594751954,1899825646.5815814,5739629654.253773,0.31641519788915673,11865.569920843376,177983548.81265062,88485030.11475857,216546651.0553916,132727545.17213786,615754641.0412747,0.06328303957783135,7910.379947228919,118655699.20843375,58990020.07650571,129927990.63323496,88485030.11475857,396066650.47616327,0.15820759894457836,19775.949868072297,296639248.02108437,147475050.1912643,866186604.2215664,221212575.28689647,1531533253.8288872,13714342513.667395,1.091131322675685,2434552828.5692005,326466.03358681226,4896990503.802185,2730643471.3174906,3651829242.853801
Suez Canal,QAT,0.017375521267826474,2702.8588638841184,40542882.95826178,25259327.91979395,21140217.54252221,37888991.87969092,124834123.17650828,0.08687760633913236,35716.34927275442,535745239.0913163,333783976.0829914,264252719.28152764,500675964.12448716,1634493615.0164728,0.08687760633913237,2895.9202113044125,43438803.169566184,27063565.62835066,211402175.42522213,40595348.44252599,322502788.6727539,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.015188392716631532,506.27975722105106,7594196.358315765,4731392.592368995,9239605.569284182,7097088.888553493,28662789.703468047,0.028025034302945923,3113.8927003273257,46708390.50490987,29100608.202527583,51145687.60287631,43650912.303791374,170608712.5348305,0.034751042535652955,3861.226948405884,57918404.226088256,36084754.17113421,169121740.3401777,54127131.25670132,317255891.25580096,2598357920.3598347,0.2690952035013216,456023624.5971669,48796.527753897215,731947916.3084581,726302145.7616102,684035436.8957503
Bab el-Mandeb Strait,QAT,0.007726177545071432,1802.7747605166678,27041621.407750014,10220152.167574804,14100274.019755363,15330228.251362206,66694078.62892908,0.044193735557808596,27252.803593981967,408792053.90972954,154499500.33896655,201633918.48250175,231749250.50844982,996701976.0874354,0.06696020539061909,3348.010269530954,50220154.04296431,18980282.596924633,244404749.67575967,28470423.89538695,342078958.2882653,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.06926917799029562,3463.45889951478,51951883.49272171,19634775.100266866,63208124.91614474,29452162.6504003,164250409.68770233,0.011160034231769849,1860.0057052949746,27900085.57942462,10544601.442735909,30550593.709469963,15816902.164103862,84814042.91259968,0.0286972308816939,4782.8718136156485,71743077.20423475,27114689.42417806,209489785.43636546,40672034.13626709,349024369.1015562,2003563834.7064881,0.2280065615972585,240994001.07064682,42509.92504245499,637648875.6368248,763387446.2399969,361491001.6059702
Strait of Hormuz,OMN,0.02194893194936678,3841.063091139187,57615946.367087804,29113716.197626807,30042600.60569578,43670574.296440214,160446678.55189067,0.09657530057721384,44666.0765169614,669991147.754421,338550928.3552603,330468606.66265357,507826392.53289044,1846881741.4783177,0.11413444613670727,4280.041730126522,64200625.95189783,32440998.048784155,312443046.2992362,48661497.073176235,457750447.52895904,,0.0,0.0,0.0,,0.0,0.0,0.016784477373045188,76579.17801451866,1148687670.2177799,580439425.8728538,11486876.7021778,870659138.8092806,2611349690.796891,0.14266805767088409,5350.052162658153,80250782.4398723,40551247.56098019,97638451.9685113,60826871.341470286,279272703.5056648,0.028533611534176818,3566.701441772102,53500521.62658153,27034165.040653463,58583071.181106776,40551247.56098019,179672572.13929737,0.07133402883544204,8916.753604430256,133751304.06645381,67585412.60163365,390553807.8740452,101378118.90245047,693277560.2695216,6228651394.270542,0.491978854076836,1115715893.6777923,147199.8665616063,2207997998.424094,1231216461.2934265,1673573840.5166886
Suez Canal,OMN,0.005284327467510201,822.0064949460312,12330097.42419047,7762770.019233981,6429265.0854707435,11644155.028850973,38167109.569525436,0.026421637337551,10862.22868321541,162933430.24823114,102579460.96844903,80365813.56838429,153869191.45267355,499758758.49284285,0.026421637337551002,880.7212445850333,13210818.6687755,8317253.592036407,64292650.854707435,12475880.388054611,98297484.25124018,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.00461916736670472,153.972245556824,2309583.68335236,1454065.313293078,2809993.4814120377,2181097.969939617,8754894.424861817,0.00852310881856484,947.0120909516489,14205181.364274729,8943283.432297213,15554673.59388083,13414925.148445819,52119010.559512645,0.010568654935020402,1174.2949927800444,17614424.891700666,11089671.456048544,51434120.683765955,16634507.184072817,96773898.52114943,793871155.8191322,0.08183853326290216,140146504.78135827,14840.23575203499,222603536.28052485,220886517.26762128,210219757.1720374
Bab el-Mandeb Strait,OMN,0.0025731313801495397,600.3973220348926,9005959.830523387,3853991.292752471,4695964.7687729085,5780986.939128706,23337503.231072642,0.014718311494455367,9076.292088247477,136144381.32371214,58261336.94272378,67152296.1934526,87392005.41408567,348959096.18078077,0.022300471961296007,1115.0235980648004,16725353.970972005,7157412.400826016,81396722.65873042,10736118.601239026,116016722.67766601,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.023069453753064843,1153.4726876532418,17302090.314798627,7404219.724992431,21050876.549671665,11106329.587488646,56864669.672708474,0.0037167453268826685,619.4575544804449,9291863.317206671,3976340.222681122,10174590.332341304,5964510.334021683,29407923.66752201,0.00955734512626972,1592.8908543782863,23893362.815674294,10224874.858322881,69768619.42176895,15337312.287484322,119225762.28366217,693811677.713412,0.07593545904211814,90878175.44229871,14157.534104859144,212363011.57288715,254239069.92473787,136317263.16344807
